text_previous;text_analyzed;text_after
Com volem dir, és un perfil de població molt concret, no era en general, i llavors deia que tenia a veure com amb la percepció que ha augmentat els casos d'assetjament i que per tant és una mesura reaccionària, clarament, saps?;Crec que, sobretot parlant d'aquestes generacions més joves, el que sí que és veritat és que les últimes buzzwords en el món de la moda, en el món de les estètiques, totes tiren cap a aquesta cerca de la respectabilitat, com clean girl, noia neta, old money aesthetic, algun altre joc de paraules amb ser ric, trat guai, Total quiet luxe, i totes aquestes coses.;Com que és una cosa que tira molt cap a una disfressa, respectabilitat, i que jo crec que si existeix en forma d'estètica, que ens serveix per jugar a vestir-nos i no sé què, alhora també existeix la cara de la moneda, que són els discursos que potser reben nois més joves o això, que es tornen a parlar de si hi ha una porta que s'obre amb totes les claus, no serveix per res, o que es tornen a fer aquesta mena de comentaris com a forma d'entreteniment
Coses bàsiques que ha de tenir una amistat: intimitat i confidencialitat. Però, aviam De fet, et diré una cosa. Aviam, que tu i jo, confidencialitat, tu sempre em busques alguna cosa per dir tu. No hi ha confidencialitat, sinó que hi ha un sentiment de confidencialitat.;Sí, home! No diguis això perquè jo sóc una tomba, eh? Però una cosa són secretets de merda, de mira, et faig la pullita i et tiro el secret aquí ara que ens estan gravant, però secrets de veritat? Tío...;[acaba tema de conversación]
Crec que hi ha una cosa generacional, aquests 6, 7 anys que ens diferencien, que va marcar molt la meva generació, perquè no era només una cosa meva, era una generació, sinó una cosa de tothom, no?;Que el 2016, 2017, quan començàvem a tenir 17, divuita anys, portàvem ja tot un background, com revolucionari o pseudo-revolucionari adolescent, d'escoltar auxili, escoltar ZOO…;Però tu escoltes aquesta música sense que això impliqui necessàriament tot el que a nosaltres ens va implicar, que era en plan, val, hem de ser veganes, màxima de deconstrucció, o relacions obertes, sinó tenir poliamor, en plan, tenir relacions de poliamor, i a més a més condemnar tot el que no sigui així, saps?
Creiem que hi ha molts hits dintre del disc, que tots són molt rodonets, explicar algo cada cançó i vam tenir nervis durant el procés i el dia abans de treure'l, però ara estem tranquil·líssims i amb ganes d'estrenar-ho.;Jo crec que el més important és estar en pau amb un mateix i pensar que l'obra que has parit està de puta mare i estar content i que el teu entorn més proper també ho visqui així, no? Hi ha els 4 que no els ha agradat, òbviament, perquè ha d'haver-hi diversitat d'opinió, però més enllà d'això, la rebuda ha sigut molt guai.;I que és positiu que hi hagi gent que no li hagi agradat el disc, perquè vol dir que ha arribat a un públic que normalment no té accés a aquesta mena de música, i això vol dir que sou mainstreams.
De fet, jo crec que el sistema educatiu està mal muntadíssim per moltes coses, però sobretot la Inés Hernán, que és una gran referent, que per cert ara està sent cancel·lada perquè la gent és una envejosa.;Doncs, em va dir una cosa que em va semblar superinteressant i vaig dir, uau, te amo, que va dir que creia que el sistema estava muntat d'una manera que era com tu esculls què vols fer i se't diu quin camí has de fer, no, rotllo... Tu amb 18 anys què vols fer?;I que ella pensava que la vida era més anar construint el camí per moment, rotllo. Què m'agrada? Això. I això ja t'està construint un camí.
De fet, precisament per el cabell blau i altres coses t'he portat a parlar del tema d'avui, que és sentir-se bé, el marcar la teva identitat, la teva marca. I el tema del cabell blau, és a dir, per molt que comencessis una mica per, no per pressió, però en tema, per buscar la teva d'allò, a dia d'avui consideres que és una cosa fonamental per tu, no? A nivell estètic.;"Sí, tindre els cabells blaus és una marca meva, 100% , i que també m'ajuda com a identificar-me, no? Amb la gent que diu ""la noia del cabell blau"", I de fet, jo crec que hi ha gent que em veu pel carrer i em busca i em troba i em diu ""ah, és que t'he vist"", i és com, en sèrio?";O sigui, com és això? I és com, marca una mica la diferència. I de fet, el cabell fantasia es portava fa 5 anys o així, ara ja no es porta tant, ja no veus a tanta gent. Però és com, jo no m'ho vull canviar per moda, és perquè jo em sento còmoda així, saps?
De què parlarem avui? Bueno, és broma i no és broma perquè avui volíem parlar d'un tema que ens afecta una mica a totes. I jo crec que, no només a nosaltres, sinó a tothom en general, que és el tema del manar. Perquè, o sigui, un cop d'estat no, però a tothom li han manat algun cop a la vida, segur.;Clar, has de ser un nen d'aquests d'escola Waldorf, no? I tot en el teu entorn ha d'haver sigut d'un progre total perquè mai ningú t'hagi manat. I després potser ets un nen d'escola Waldorf iI penso, i després canviaràs de món, sortiràs de la teva bombolla i inevitablement algú et manarà.;Clar, o tu manaràs sense voler, perquè aquesta també és l'altra, de vegades dones una ordre sense saber-ho, sense ser conscient que allò és una ordre, passa amb la sal, és una ordre en realitat.
Doncs mentre jo estava cridant, sent feliç, em va dir «Ai, Rubio, podries baixar el to de veu?», tal, no sé què. Em va dir això. I t'ho juro, clar, jo estava en un moment molt sensible, era un moment complicat a la meva vida. I va ser el punt d'inflexió de dir «Però s'ha acabat». I ara ho penso i dic, imagina't que li hagués fet cas i m'hauria callat la puta boca, és que m'hauria perdut moltes coses molt divertides de la meva vida i molt divertides de la meva personalitat.;És que és una cosa complicada, perquè a mi ja m'agrada també cridar molt l'atenció, això ho diu molt la Úrsula Corberó, en plan, és que jo et dono la nota i m'agrada donar-la, en plan, estic còmoda amb això.;Si ets la Úrsula Corberó o ets la Carla Rubio, doncs a mi m'encanta quan ho feu, però després, clar, jo també detecto que això pot ser un defecte. O sigui, jo hi ha gent també i de vegades ja penso, hòstia, Gordi, i si calles la putíssima boca.
"El pedant número un és el que estudia polítiques. Cap mena de discussió, espero, perquè és lògic. 
";Després hi ha el de l'home que ha estudiat filosofia, que ho sap tot. S'ha llegit Nietzsche amb 3 anys i aquest senyor ja ho sap tot. Ho sap tot sobre la filosofia i tu no saps res sobre cap àmbit de la teva vida. Tu ets tonta, tia. Tu ets tonta, amore. Date cuenta.;Amb prou feina respira. De construeix-te una mica i llegeix o algo, saps? Només et vull fotre la titola a dintre, ja està.
El vídeo va passar de mil visualitzacions a 100000, que jo sé que per TikTok és cem mil no és res, però un tema de mil a cem 1000, hòstia puta! I a sobre, clar, tot homes!;Em van començar a seguir molts homes, tot documentaris sobre com eren les tites, i jo en plan, no sé què és una tita, no n'he vist mai cap, deixeu-me en pau, no vull parlar d'aquest tema, i res, i estava tan frustrada que vaig estar a punt de penjar una història de TikTok, que no hi ha res més boomer, ja ho sé, però us ho juro que vaig estar a punt de fer un Risto Mejide del pal: Se viene comunicado.;Se viene comunicado, dient: Nois, gaudiu del TikTok, gaudiu del vídeo, però no em seguiu perquè no és el contingut que espereu.
Els d'aquí a Catalunya no fan res. No et donen ni diners, es queden els teus drets d'autor…;Com que les discogràfiques catalanes, no vull parlar, no vull tirar merda ni res, però cap m'ha convençut perquè és que realment no posen ni un puto euro per tu i es queden coses del que fas i és com, no els necessites per res actualment.;Renta molt més que facis un TikTok de la teva cançó que una discogràfica et posi a la llista de, no diré una ràdio, però ja m'esteu entenent.
Els nens tenen les eines per rebre totes aquestes informacions que els arriben de les xarxes i fer-ne una anàlisi intel·ligent i saber diferenciar el que és veritat, el que és mentida, poder construir una opinió sòlida a ells. Hi ha molta mania, que em fa molta ràbia, en tractar l'audiència de tontos. Perquè si tu tractes l'audiència com a tonta, un dia l'audiència serà tonta.;I si ens tracten com a tontos potser és perquè ens volen que siguem tontos del cul.;O sigui, per això jo crec que és important tractar la gent com persones adultes i intel·ligents. Després que hi haurà tontos, està clar, però ja mirarem una altra cosa. Però tu tracta la gent com a adults.
Em sentia més Hannah Montana quan treballava de monitora, perquè, volguis o no, quan tu treballes de monitora t'has de ficar amb la tessitura de monitora, en plan, no pots estar xerrant com quan xerres amb els teus amics fent birres. I ara em paguen per xerrar com xerren els meus amics fent birres.;O sigui, em sento menys Hannah Montana ara, que puc estar tot el rato sent jo mateixa, que no quan tenia una feina més convencional. És perquè dius, de cop i volta, vaig a la uni, soc una ronyosa, i de cop m'arreglo i me ve a buscar un taxi de TV3 per anar a gravar un podcast. Saps? Sols ho volia criticar i pensava que us pujaríeu al meu carro.;[acaba tema de conversación]
En el moment en què tu detectes que fas cringe, ja és impossible que facis cringe.;Si ho fas conscientment, és com quan intentes fer una cosa malament expressament O sigui, quan tu fas alguna cosa i saps que fa puta vergonya, però ets conscient que està fent puta vergonya, ja no fas tanta vergonya, perquè és com aquesta persona no és conscient i ho fa igual, li la pela, per tant, per mi estàs servint.;Si saps que estàs fent puta pena, però ho fas igual perquè te la pela deixes de fer cringe i estàs servint. És la puta fina línia, eh?
En fi, per anar tancant, que ja portem una torre important, jo volia fer una mica de top de ties icòniques, que em semblin supericòniques.;Per a mi, l'Ester Expósito. De veritat, si la veguessi li diria, en plan, xapo, ara s'ho ha canviat amb un perfil més professional, però fins fa poc, quan entraves al seu fit, tenia una frase de feminisme.;Ara s'ho ha canviat perquè, mira, una empresa, jo què sé, me dona igual, no? Però que és una tia que sempre es posiciona molt.
En plan, ja està, és que potser no li ha sortit suficient a la gent, o ja faré un vídeo més graciós, o potser amb el temps No t'ha passat a tu que de cop i volta se't viralitza un vídeo de fa mil anys? Vull dir, ja està, o sigui, el valor de les coses no és la cosa instantània.;Però sí que una cosa que m'ha ajudat molt és una pregunta que sempre em feia la meva psicòloga, que és com, què és el pitjor que pot passar? Saps què vull dir? Què és el pitjor que pot passar si aquest projecte no funciona? Què és el pitjor que pot passar si aquest vídeo no funciona? Que la gent pensi que soc una merda.;Si la gent pensa que soc una merda per un vídeo que potser no té tantes reproduccions com els altres, potser s'han de buscar una vida.
En plan, jo tinc una família estructuradíssima, que sempre m'han donat molt d'amor, sempre he tingut molt bones amistats, llavors Sempre he tingut gent que m'ha validat el poder ser jo mateixa. Jo penso que si potser hagués tingut menys sort amb les amigues i tal, hagués 7 més tímida...Perquè, per exemple, això que deies, em va fer gràcia quan has dit que un dia vas arribar a casa i vas dir, Juliana, mai més, en plan, he de callar més, tal.;Jo haver-hi un any de la meva vida, que sí que no vaig tenir tan bones amistats, i el dia del meu puto cumple, un dia, jo quan estic contenta és allò que crides, que fiques la veu més aguda, que estàs com més insuportable, però que t'han de dir calla, calla.;Perdó, estic feliç, saps? Em perdó per estar contenta. I un puto tio que estava al meu puto spa d'aniversari Quants anys tenies? feia, no sé si 19 o 20 anys. Ui, però època complicadíssima.
En plan, jo, em costa jo soc d'amigues de tota la vida, tal, però alhora, no ho diries perquè realment crec que soc bastant sociable, en plan, no tinc problema mantenint converses, tal, no sé què, però explicar-te coses de mi em costa molt, soc molt reservada. Ja has vist que amb el de criticar jo no puc... Jo he arribat aquí, el primer que he fet és rajar, perquè allà Hem hagut de apagar el micròfon?;És mentida, perquè el primer cop que tu i jo ens vam veure en persona, em vas fotre una xapa de tu mateixa i jo sé tota la vida de les teves germanes.;No, bueno, i no sé què, i em vas dir que no sé què, i jo en plan però anècdotes.
Era de València, clar, ells se pensen No, era un tio que no sabia català, saps? Ni valencià, ni res, que valencià al final és català. No, no, era anglès que vivia a València.;Era anglès, potser no és el concepte que teníem de catalanet, potser sí que és veritat que no van acabar de llegir el teu formulari. I a més, si és un guiri, m'és igual si almenys respecta la llengua i la cultura catalana.;Aquell tio no sabia, ni got no sabia dir-ho.
Era una quedada, que ja sabíem què era, que aquella persona ens anava a proposar això, i tota la resta estàvem com a favor que havia de pagar igual que tots. I jo em vaig prometre a mi mateixa, Carla, quan ho digui, calla la boca i que sigui un altre el que diu que ha de pagar com tots, no siguis tu la pesada que ho diu. Ens ho va proposar, 2 segons més tard ja estava jo.;Bé, jo crec que no sé quan hi va passar de ser una polèmica grupal a una polèmica mèbida, aquesta persona. Perquè no puc callar-me la puta boca, tia.;I mira que Llavors per mi, com la resta, van ser com això de persones grises en plan que ni te n'adones, com que no s'han mullat, ni te n'adones que ho havien de fer. T'entenc perfectament.
És com la colla de replegats de la UAB, però en comptes de fer castellets arruïnats;Ay, però quina por em fa passar per davant de la colla dels castellers de la UAB. Però, una pregunta, es cauen? Sí, perquè qui no arrisca no pisca.;Tia, jo quan torno de la piscina i me'ls trobo sempre penso, i per què no estan fent castellets?
És molt millor intentar fer cringe i fer gràcia que intentar fer gràcia i fer cringe. És que això és molt complicat, eh?;Perquè quan tu fas humor, hi ha penya que es despilota i li fa molta gràcia i hi ha penya a qui literalment li fas cringe. Però sempre li faràs cringe a algú i a mi me la pela.;Jo, quan vegi això, diré cringe i ja està. És que hi haurà de la conclusió que tot fa cringe. Absolutament tot pot fer cringe.
És que això és una persona que dona valor a les amistats, perquè és el que tu dius, hi ha molta gent que és com, les amigues és el que tens a l'adolescència, jo la que tinc nòvio, la meva vida, el meu nòvio.;I és del part, amore, quan en Dani et deixi, qui et quedarà serà la teva amiga i li faràs un comeback i si és bona tia te l'acceptarà i si és rancorosa com jo… doncs… peineta;Una cosa és, et fan un comeback un cop, totes podem equivocar-nos, però hi ha penya que té més cara que esquena i 80 comebacks, que és com ja, tira, prou, joder, amb el comeback.
És que és veritat que a tu sembla que tinguis més anys els que tens, no físicament, sinó per activitat.;És que és veritat que a tu sembla que tinguis més anys els que tens, no físicament, sinó per activitat. O sigui, abans em deia jo, és que jo m'estic quedant gran i dic, tia, tens 25 anys?;Però tu ja estàs en plan, no puc més. Tinc 25 anys, però jo crec que estic contaminada per la gent del meu entorn, perquè jo em relaciono amb gent molt més gran que jo, no per res, no vull fer pícmi d'edat, no, jo és que només vaig amb gent més gran.
És que la cosa que està de que no tens per què tenir només una parella, sinó que en pots tenir 2. Hi ha diferents maneres de poliamor? Poliamor jeràrquic, en plan, clarament tens un nòvio que és superior als altres. Poliamor anàrquic, que és en plan, totes les relacions m'importen el mateix, no hi ha com més nivell de intimitat amb ningú, que és en plan, això és mentida.;Perquè només amb els teus amics ja les relacions estan descompensades. Jo tinc amics que veig cada dia i amics que veig un cop al trimestre. Les relacions humanes en general són descompensades. Dintre de la meva pròpia família tinc germans amb qui em porto pitjor i amb germans amb qui em porto millor. És inevitable perquè connectes més amb algú, perquè hi ha circumstàncies que fan que et vegis més amb algú altre o amb tal. O sigui, és que a mi aquest rotllo hippie flower de fer veure que pots estar amb tothom, amb 6 nòvios diferents i que els 6 te'ls estimis igual, amor, baixa.;Però és que és possible enamorar-se de 2 persones a la vegada? A la vegada Sí, enamorar-se de 2 persones ho trobo possible. El que no trobo possible és que siguin les 2 que les estimis de la mateixa manera igual.
És que la xica em va dir, podríem parlar de coses com l'amor propi i tal, que és en plan, que ningú se senti ofès, en plan, és que no hi ha cap frase, no hi ha cap, fins i tot jo, que sóc 0 polèmica, és impossible que res del que digui ningú s'ofengui. I jo mai m'atreviria a parlar d'amor propi, i t'ho dic de veritat. No, i a més, com que t'has d'obrir molt. A més, tia, i primer de tot, quin és el propòsit?;En plan, que jo no dic que ho hagis de fer tot des del cor i des de l'ànima, no estic pas dient això, eh? Vull dir, jo ja ho entenc, que ella fa com TikToks de ball i de maquillatge, en plan, no parla molt, i entenc que potser per ella era un repte, faig un podcast, però si de veritat no tens res a dir...;O sigui, perquè a mi part de la satisfacció al final de treballar del que treballo és també al final sentir que he pogut explicar coses de mi, que he pogut treure temes que jo tenia al meu cap.
És que per mi és molt important el respecte Per el que hem estat.;"Allò de ""Finals perfectes"", No! Acabar una relació, sempre tens unes setmanes que l'odies, que la mires i penses xd. Però és molt important, tio, recordar els moments bons i, per mi si t'he estimat, mínim respecte. Jo no et dic fer-te una abraçada si trobo pel carrer si has fet una cabrona, però puto respecte, tio.";De fet, això ho lligo amb la meva altra norma no escrita, que una cosa és, mira, en Dani, que ho deixes amb en Dani i vols escopir-lo pel carrer, escopa en Dani, però amb les amigues és molt important acabar bé.
És una etapa L'any passat en vaig fer moltíssimes, i m'ho vaig passar tan bé, però és que tan bé, i no ho oblidaré mai. I això, i viure el moment, amb l'equip, anar de gira, és una cosa divertidíssima.;A mi m'encanta estar a l'escenari, m'encanta la performance, el xou, el backstage també m'agrada moltíssim, viatjar junts;És que estàs amb un equip de 15 persones quasi cada dia, cada setmana, potser 2, 3 dies, i hi estàs moltes hores. Al final el xou és una hora, però tot lo demés són hores i hores.
És veritat que els mil·lenial an servir el Google i si tu t'hi fixes a Google només hi ha respostes que podria haver escrit una persona de 50 anys o 30 anys.;Però llavors, les nostres fonts d'informació de persones com a generació Z són Pinterest, no com a font d'informació, però sí com a font de buscar fotos d'una persona. No la buscaràs a Google, perquè allà hi haurà la seva foto del puto LinkedIn. Aniràs i la buscaràs a Pinterest, que és on surt hot.;Això els mil·Lennials no ho fan. Els millennials van a puto Google i comencen.
Estic molt nerviosa, t'ho he de dir de veritat. Em fa molta il·lusió. Perquè a més hi ha una cosa que la gent no sap.;Que és que quan jo aquest podcast el feia a casa meva, al meu quarto, i vaig penjar els primers TikToks que tenien 20 seguidors, d'entre aquells 20 seguidors hi havia la puta Juliana Canet.;És que la puta Juliana Canet, jo diré una cosa, estic sempre allà.
Havies de penjar el plan que havies fet aquell dia, saps? Si no, no eres ningú, no eres popular.;O sigui, a mi el fet de ser la popu, és com ara penso en les que eren les popus de veritat i dic, allò no era ser popular, saps? Era cridar l'atenció constantment. I jo no empatitzava gens amb aquelles noies, saps? Les que eren les popus.;"I ara les veig totes mares i dic: ""Què?"""
I a més a més, me'n recordo que veus a mi al rededor, em deien, això és perquè et té enveja. Això és perquè la competència és molt alta i no hi havia més noies fent coses en català.;I a mi això, no sé si et passa, però a mi això quan em fan aquesta mena de comentaris, llavors li agafo automàticament mania en aquella persona i penso, és la meva competència directa. I faré tot el que faci, ho faré expressament per superar-la a ella, per tenir més views que ella, per tenir més engagement que ella.;No sé com portes tu la competència entre noies ara mateix. Jo crec que ara tu i jo ho portem bé.
I aquest capítol parlant del que més ens agrada i el que més odiem a la vegada: Els homes. Avui us fem una classificació.;Ahir a la tarda vam dedicar 5 hores de la nostra vida a fer un esquema. Parlant de tots els tipus d'homes alternativets que ens hem trobat a la nostra vida. A més a més, ho vam fer en un bar superfatxa que jo crec que ens va inspirar una mica, però un bar molt fatxa.;Que no hi havia banderes d'Espanya perquè Estaven tots mirant el futbol, el 8ante5 per 100 de les persones que hi havia a dintre eren homes.
I bueno, total, que jo tenia una il·lusió molt gran a la vida. Que, t'ho juro, eren a First Dates. I llavors, jo quan estava amb parella, jo li comentava a ell, en plan, m'encantaria anar allí, i ell m'havia dit, ah, i ves. I llavors, com que jo estava tan trista per haver-ho deixat en ell, vaig dir, vaig a First Dates, i així.;"I jo pensava que era un procés llarg, o sigui, que fer el càsting, i al cap de molts mesos m'ha agafat, no, no, vaig fer el càsting 2 dies després d'això. Total, que m'agafen de seguida i me diuen cap a Madrid. I allí vaig tindre la cita i al fer la review de la cita, jo, o sigui, a casa meua, després, en el mòbil, aquí, vaig dir la frase de ""jo buscava un catalanet""";Llavors, els mitjans de comunicació van agafar la frase i buscaven un catalanet i van fer un munt d'articles. I a partir d'aquí, en comptes d'enfadar-me en els mitjans, vaig agafar la frase i vaig fer samarretes, gorres i vaig monetitzar això, bàsicament.
I com és una Mira, ara a mi si em diguessin, mostra una conversa de WhatsApp, jo podria mostrar una conversa de WhatsApp amb el noi que m'agrada, podria mostrar una conversa de WhatsApp amb la meva germana, però mai podria mostrar la meva conversa de WhatsApp amb, per exemple, la meva amiga.;Perquè com és una trucada o com és una conversa entre amigues? Allà es diuen unes coses, primer de tot, molt il·legals i de boja absoluta. Es que ja comença a haver coses madness…;Hi ha confessions, potser no per escrit, però una conversa de bar nostra, Álvaro, surt en públic?
I després crec que sí, que hi ha polèmiques on tu has de fer una reflexió. I crec que també és una gran oportunitat per aprendre.;Perquè tots ens equivoquem, i de la mateixa manera que jo a vegades amb els meus grups d'amics he dit coses, o amb la meva germana aquí li vaig dir alguna burrada, i ja em va cancel·lar diguéssim en l'àmbit familiar, i em va fer una petita intervenció. Doncs jo ho vaig agrair, perquè jo vull millorar com a persona, i tots ens equivoquem, i tot se'n surt ser una merda de persona.;Si pots millorar, millor. I a vegades és veritat que seria més agradable que el procés no fos passar perquè cent mil persones t'insultin i et diguin que som normal,
I és que jo crec que la intuïció la tenim tots, però crec que se'ns ensenya com a no fer-li cas, saps?;Però també amb molt de cuidado, i jo això, soc molt pesada i ho estic treballant, jo abans era molt de, si fa això, 100% és una red flag, si diu això, no sé què... És a dir, crec que amb les xarxes socials, com que tots podem parlar, tots diem afirmacions de manera molt fàcil, tots fem molts statements, i llavors quan la intuïció ens diu alguna cosa contrària al que tenim al cap, tendria a pensar que l'equivocació és el que ens surt de dintre.;Mai! L'equivocació surt de dintre. Mai! Si no estàs còmode, si no estàs bé a les cites, stop it.
I és veritat que abans senzillament era el que et tocava, o tenies les tetes boniques o les tenies menys. Bueno, és que totes ho són al final, vull dir, com senzillament més seguint l'estàndard que es creu o menys. I llavors al final, amb la diversitat, te n'anaves a la platja. i ara segurament hi ha com aquest punt extra de dir és que segurament moltes de la platja originalment o per naturalesa les tenien d'una manera i se les han operat i les tenen diferents i no ho pots saber i està bé que cadascú faci el que vulgui però seria innegable dir que això genera una pressió en general.;Sí, a més a més, tots aquests models, no és només que surtin de les ties que van a la platja, sinó que tot surt, osigui, Per què decideixen fer-se-ho elles? Són referents que veiem en cinema o en el porno directament. Jo a vegades veia pel·lis una mica més antigues, sobretot europees, i em sorprenia O sigui, ara queda molt lleig, però saps? Em sorprenia de veure tetes que no eren tetes de Hollywood, per dir-ho d'alguna manera.;Tetes que podien ser com les meves, com les de les meves amigues.
I et diré que jo amb aquest tipus de persona que calla i que O sigui, jo durant una època vaig idealitzar una mica aquest paper.;Crec que això, no és broma, té molt a veure amb el masclisme, perquè mai un noi que crida l'atenció o que diu molt les coses que penses, penses, hòstia, calla ja la puta boca, o potser després sí, però quan ja ets més gran.;Però jo tenia com molt aquesta pressió, això de ser una nena tímida, de passar més discreta, això de, ves, doncs com tu aquell dia, no me'n diré i no diré res, tal, no sé quantos.
I jo em vaig començar a inventar que tenia una família super desestructurada, que el meu pare ens havia abandonat, que la meva mare no sé què Bueno, no vull donar més detalls, però vaig dir, com les vaig dir molt grosses, i l'Àlvaro va dir, ostres, tal, i es va obrir i em va explicar intimitats seves que no explicarem.;I clar, i de sobte quan vaig veure que el seu anava en sèrio i que jo li acabava de fotre una vacilada i una trola que flipes, em vaig sentir tan malament. I jo em vaig començar a inventar que tenia una família super desestructurada, que el meu pare ens havia abandonat, que la meva mare no sé què... Bueno, no vull donar més detalls, però vaig dir, com les vaig dir molt grosses, i l'Àlvaro va dir, ostres, tal, i es va obrir i em va explicar intimitats seves que no explicarem.;Una altra cosa que ha d'haver a les relacions d'amistat és perdó, no?
I la meva germana es va treure al rato dient-li a tios que m'almosseguessin. I jo, Clàudia, para ja, en plan, no, stop. I un tio me'l va mossegar i em va trencar el collar de xutxes però em va trencar el collar, un collar que tinc, que l'aprecio moltíssim, però molt, que el tinc des de fa un muntó de temps, i vaig fer així i dic, on està el meu puto collar.;Total, que vaig anar a la germana, enmig de la discoteca, la vaig agafar dels cabells i… bueno... un xou, ens vam començar a cridar a cara d'hòstia. Jo crec que els segurates no ens traien fora, perquè jo crec que es veia que érem germanes, però estaven com les meves amigues així, flipant. I jo és que em vaig posar molt farruca, però nivell 100.;I què ha passat amb aquest collaret? El vaig trobar al terra perquè vaig cridar tota la discoteca.
I l'altra cosa que també se m'ha dit, i callo ja, però va haver un moment que jo em vaig ficar com a molt piqui amb aquest tema.;Em vaig haver de ficar molt peaky perquè hi havia diverses persones que m'havien dit que és molt fàcil parlar sent una tia extremadament normativa. Ojo, les noies que també som normatives, això no vol dir que estiguem alienes a les pressions estètiques, als cànons de bellesa, perquè la que està grassa perquè està molt grassa, però la que està prima perquè està molt prima.;I evidentment no es pot comparar la pressió estètica que tinc jo, estar en prima, amb la que té una dona gorda, que evidentment ha d'estar tot el rato justificant la seva existència, però això no treu que les inseguritats que també hem pogut tindre nosaltres han sigut molt fortes.
"I me'n recordo l'estiu, abans de començar la uni, que era allò que tots ja sabíem que anava a estudiar tothom, que estàvem, abans de sortir de festa, fent un sopar a casa d'un amic. I vam decidir fer el típic joc aquell de ""Qui és més probable que tal no sé què..."", Tothom matriculat a carreres, que per cert molta gent s'ha canviat i ha deixat, rotllo dret, international business, no sé què, i jo matriculada al meu magisteri a Girona.";Total, que diuen, qui és més probable tingui una vida més mediocre? Menys nivell econòmic, menys no sé què? Tothom ipso facto a l'unísono, a mí. I jo me'n recordo, jo me'n recordo que em va ofendre 0, primer de tot perquè per mi en aquell moment eren èxits, però perquè alhora hi havia una part de mi que projectava això, i me'n recordo pensar, no esteu ready. Que us follin.;I ara tots han deixat la carrera. Però vull dir, és una anècdota que hi penso de dir, com aquelles persones em veien com una fracassada, i ara alguna gent fins i tot m'ha escrit de, no sé què, i jo penso, a vegades potser el que no tocava era amb 17 anys ser un criptobró.
I que és lo natural, i que si la meva filla no està molt pesada amb tot, quan sigui adolescent i no porta totes les ulleres de totes les injustícies del món, me'n fa de bé, saps?;Però, clar, és que després ho veus en perspectiva i dius, uau, què insuportable. O sigui, jo, per exemple, els sopars amb la meva àvia, que és una senyora de 85 anys, No franquista, però en la seva família era catòlica i benestant, llavors és veritat que en la dicotomia comunistes-franquistes li anava millor Franco.;És que és així de cru i de terrible dir-ho, però és veritat. Llavors ella, quan parles de Franco, et diu, bueno, Franco no s'estava Hi havia feina. I jo, en el moment, era M'aixacava, plorava, marxava de casa Totes aquestes coses podria ser jo perfectament, saps?
I que és positiu que hi hagi gent que no li hagi agradat el disc, perquè vol dir que ha arribat a un públic que normalment no té accés a aquesta mena de música, i això vol dir que sou mainstreams.;I també hi ha el percentatge de hate watchers, d'aquesta gent que ho consumeix només per criticar-ho, però ho consumeix, i llavors també és part d'una victòria, això.;Absolutament. I forma part, en realitat, de ser un dels grups més importants ara mateix del panorama.
I relacionat amb això, hi ha la típica frase de Els amics de veritat es demostren a les dolentes. Error! Perquè acompanyar algú que està passant per un molt bon moment és molt complicat, perquè hi ha molta gent que li neixen envejes i jo això ho vaig notar.;Jo, quan de sobte estava en un moment de madness, bueno, totes les amigues fem un cafè, perquè clar, res senta millor que fer un cafè amb una tia que està destrossada i tu estàs dabutis. Ara, de sobte, em comença a anar bé la vida. Hashtag, que difícil la gestió, eh?;Perquè molta penya el que parlàvem de les enveges i de coses no treballades.
I també poder-ho fer com tu vulguis i fer una frase en castellà i fer frases en castellà si cal, perquè jo veig que la gent per tu diu, és que una cosa, per què fer una frase en castellà?;Mira, jo, és que la cosa és que la gent es pensa que és com forçat el castellà i tal, i jo òbviament a ma casa parlo català, però jo en plan, jo tenia una xurri i amb la meva xurri parlava castellà sempre, en plan parlava castellà sempre, perquè ella parlava castellà, ens vam conèixer parlant castellà.;Llavors és com, sí, òbviament parlo català, però jo què sé, si l'escric a la meva ex-xurri, t'estic dient que parlar en castellà no li fotré cançons en català.
I una cosa, i després aquesta, o sigui, és que hi ha gent que no creu en l'amistat, és el que dèiem abans, no? Hi ha gent que no creu en l'amistat, que creu en els nòvios o les nòvies, no?;I jo no penso això, en plan, és com, i aquesta penya fa el comeback, que és aquesta penya que diu hòstia, el meu nòvio m'ha deixat del no sé què, i ara som amiguíssimes un altre cop. Doncs amor, haver-t'ho currat abans, en plan haver-me escoltat, o potser haver generat una conversa entre uns altres, no?;Me cago en el comeback, i jo he prohibit els comebacks de la meva vida, eh? Te n'has anat amb en Dani? Pues et menges al Dani, que t'ha deixat ara! Després de fotre els cuernos a la gent del poble, t'ha deixat en Dani!
I us molesta quan detecteu aquesta exageració? A mi no em molesta, a mi m'agrada molt la gent que diu les coses intensament.;O sigui, crec que em molesta molt quan la gent em lia la troca. O sigui, que tu pots exagerar coses per liar la troca o tu pots exagerar coses perquè t'agrada la performance.;Llavors, crec que tot depèn una mica.
