text_previous;text_analyzed;category;subcategory_num;subcategory;text_after
Bueno, soy tipo de incógnito. Me he dedicado a trabajar en MediaMarkt, pues 2 años y medio.;Me he dedicado a trabajar en MediaMarkt, pues 2 años y medio. Por suerte o por desgracia, donde me ha tocado es justamente el centro de Málaga, justamente en Vialia, donde pasa un montón de gente y donde está todo el tipo de chusma.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;¿En qué departamento estabas? Yo estaba en como se conoce, nuevos medios, tanto telefonía como informática.
Bueno, yo tengo 20 años, yo aún no estoy en la carrera, yo estoy estudiando Historia, y estoy en los estudios del Museo de Historia de Barcelona para hacer recorridos en los museos. Ahora que ha sido Semana Santa, viene muchísimo turismo nacional. Tú ves a la mujer con ganas de ir y al marido de la mano.;Es como la imagen preciosa y fantástica de decir, anda, mira qué bien, qué ganas va a tener este hombre de escucharme. Y luego seguro que el que más habla es el marido. Unas chapas.;3. Pragmatics and Discourse;3.3;Irony and sarcasm ;Que te lo explican a ti. Claro, y yo soy catalán.
Claro, pero es que tú lo estás observando todo por cámara y por los micrófonos.;Pero a mí lo que más gracia me hace, entre comillas, las familias. Ahí es la hostia.;3. Pragmatics and Discourse;3.3;Irony and sarcasm ;Niños que dices, joder, es que este niño está pasándolo mal en casa, 100 por 100. Y a los padres esos como que les saben muy mal, en plan rollo, joder, puto niño, tenía razón.
Como prioridad, me acuerdo un día, que esto fue un poco choque, ¿no? Porque dije: ¡Ay, hijo! Con la clase de los chiquitos, de 12 años.;Un niño me vio y me dijo: ¿Está usted casada? ¿Tiene usted pareja? Pues a ti te la suda. Estás en clase de español.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Y me dijo: Bueno, es que mi padre me dice que me tengo que casar con una española porque son muy hot, calientes.
Cuando vamos de forma temporal, estamos en residencias de Disney. No tenemos que buscar la vivienda.;Las condiciones están muy bien. Esto es exclusivo de trabajadores. Mira qué tipo de merchandising hay. Es esta chaquetita que la ves así y dices que está bien.;1. Lexicon and Vocabulary;1.8;Neologisms;Mira por detrás. Hay mucha gente que lo revende por internet porque los fanáticos de Disney lo compran. Todos los meses Disney saca lotes de como 15 o 20 pins.
De las pocas familias que venían, yo las que me fijaba en los outfits, digo, ¿dónde estoy? Gente que me venía en pijama. Y claro, el acento, yo no entendía nada.;Y el primer día de clase, pues claro, como te meten tanta caña y tienes que mostrar que es así, tú no tienes que pasar ni una del primer momento así súper tan tan tan tan tan.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;Pues el primer día del colegio llegas ahí, yo llevo mi presentación, me presento, hago una exposición, a la mínima que yo, hermosa, acento, ¿no? Y claro, sobre todo el impacto del primer día al segundo día era que, por ejemplo, a primera hora les facilitan el desayuno en la cafetería.
Describe lo que es el Kit Kat, por favor.;Kit Kat es una discoteca en la que básicamente se va a follar. O sea, la gente va en pelotas, van hasta el culo, evidentemente, pero luego por dentro mola un montón la decoración, ¿eh?;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Agradecimiento a la interiorista, maravilloso. Y luego tiene un dragón que escupe fuego, que dices, ¿qué cojones?
Después de haber construido toda tu vida para irte a Japón, llegas a Japón. ¿Qué te parece Japón?;Japón, yo me lo meto por el culo. O sea, Japón es la mejor mierda que yo he pasado en mi vida. Pero tanto lo bueno como lo malo, ¿eh?;4. Register and Tone;4.1;Hyperbole and exaggeration;Que aquí la gente dice, tienes que ver las luces y sombras de Japón porque no sé qué. Está la de Iman que está tumbado perdido.
Dicen que también lo descubres un poco cuando te haces adulto, pero en este mundo más es que todo el mundo se droga.;Yo entraba de becario justo en el aniversario de una agencia, alquilaron un bar, lo vistieron todo entre gringo, latino, de este rollito. Y tío, yo, claro, era mi primer día.;2. Non-standard linguistic features;2.2;Colloquial syntactic structures;Y tío, yo, claro, era mi primer día. Yo había trabajado ese día, a las 5 y media había cortado, fui al bar y de repente llegué y el tío que me había contratado Ofreciéndome un globo Así gigante Con un vapor dentro Y yo Esto es una cámara oculta ¿Me vas a despedir?
El centro de salud, en una zona rural, es un pueblo que tiene población, o sea que no son 200 personas, sí que hay gente, pero hay una zona rural muy extensa y en esa zona no hay tanta gente.;Ves de todo, vas a la casa de fulanito, ves las condiciones en las que vive fulanito, si está solo y tiene los hijos en no sé dónde, no se vale por sí mismo y la casa está no sé cómo y lo ves.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;También ves lo contrario, ves que la sociedad tiene mucha más cohesión, o sea, todo el mundo se conoce.
El tema novio, novia. Hay muchos problemas con eso. Las típicas.;Que me ha puesto los cuernos, es que es un cabrón, es que se ha ido con 3 de la misma clase, es que se ha ido con la de quinto y el más chico, estas cosas las hay en el colegio;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;[cambio de tema]
El típico padre que quiere regalarle su primer teléfono al niño y tal y que no quiere comprarle una castaña porque es verdad que hay teléfonos que por 100 pavos, mmm, gástate un poco más y te llevas algo mejor. Siempre tu veías que a lo mejor querías financiarlo porque no podía gastarse esos 200 euros, 100 y pico.;Y luego estaba el típico niño que venía con el padre y cogía unos rebotes porque el padre le había comprao un Xiaomi y el niño quería un iPhone y el padre como que te miraba y decía: «Tío, ¿cuánto vale el iPhone más barato? Y como intentaba hacer ver al niño, pero el niño era por cojones que el iPhone.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Hostia, a mí, por ejemplo, me duele. A mí ese tipo de cosas siempre me ha marcado mucho de que quiere el niño por cojones eso y el padre se lo tiene que comprar porque si no el niño coge el rebote y la lía parda.
El volumen más grande de los que tenemos son bloques enteros de apartamentos. Que no son tantos, son 3 bloques.;Hay de todo. Hay propietarios que les da igual, van a sacar la mayor rentabilidad posible. Pero también tengo propietarios que se cuidan mucho de a quién meten, hablan con ellos antes de aceptar o tienen unos criterios bastante estrictos. Tengo uno, por ejemplo, que solo acepta familias con buenas reviews.;1. Lexicon and Vocabulary;1.8;Neologisms;En el momento en el que ven edades bajas, grupo de amigos y empiezan a ver, uy, esto huele a despedida soltera, por ejemplo, no aceptan.
En el anterior video de Alemania, pues se hablaba de que había muchos inmigrantes en institutos y demás, y que te haya tocado a ti tener niños inmigrantes españoles y que los padres no supieran inglés.;Y tenía también una familia de franceses. Voy a romper una lanza a favor de los franceses. Los franceses eran muy atentos. Los franceses se cuidan mucho entre ellos, como una mente colmena.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Eran de los mejores padres que yo he tenido. Los peores, los británicos.
En el colegio te encuentras un contraste muy grande entre niños que viven ahí porque llevan todas sus generaciones viviendo ahí y no tienen necesidad de salir,;Después, familias más normativas, digamos, que vienen buscando lo mejor que pueden, pero acaban en esos colegios, en ese contraste de niños súper buenos, súper bonitos. Allí no hay término medio.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Allí viene un chaval inmigrante que está un poco perdido porque lleva poco en España y está como muy sujeto a lo que tú le digas y son muy receptivos, te hacen caso todo el rato y después están los niños que están como si fueran, como si estuvieran más cómodos que en su casa.
En Francia es que daba igual cómo hicieses estas clases porque se te dormían en clase. No te prestaban atención, no te contestaban, no te hacían caso, no te decían nada.;Y yo me tiraba un fin de semana entero preparando clases y currándomelas y trabajando y haciendo PowerPoint y preparando escape rooms para que luego en clase se me durmiesen 5, 7 estuviesen hablando, 3 no me estuviesen escuchando 2 me estuviesen abortando la clase.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Entonces se nota ese déficit de atención. Se nota mucho, mucho.
En nuestra tienda había 10 cajas. Lo que hay en el suelo detrás de las cajas, pues tú no te das cuenta.;"Viene un día un señor y dice: ""Os acaban de robar entre las cajas, que se ha arrastrado por el suelo de las cajas y se ha pirao el tío robando"".";2. Non-standard linguistic features;2.1;Non-standard pronunciation;Qué ha cogido del supermercao pa poder hacer eso, porque ahora- Y es saber qué cojó, qué cogió, pero es que también que te intentan distraer por la espalda.
Entre que tienes tan normalizado, familias desestructuradas y que ellos mismos son chicos, te cuentas con toda la tranquilidad. O a mi padre se peleó allí con uno en el barrio, está en el hospital.;Fue una superexagerada, pero las propias familias se tienen que ir de los barrios porque tienen problemas. No los niños, sino los padres con otras familias. Y cambian de colegio, el niño ya, pues lo que lleve mínimamente aprendido, ahora se resetea.;4. Register and Tone;4.1;Hyperbole and exaggeration;Que cualquier cosa que te puedas imaginar, te la han contado.
Era increíble ver los exámenes, porque era un examen de ciencias traducido a lo que sería un examen de inglés aquí. Rellena huecos, escríbeme esto;Los problemas están mismos por puntos. Si haces una cosa, tiene un puntito. Si haces una cosa, tiene otro puntito. Allí se lo dan mascaísimo.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;[cambio de tema]
Era un evento que lo había patrocinado a Cruz Roja. Que se vengan algunos que vendan cupones. Mandaron a los 3 mejores.;Ese día me hice récord de media España de Cruz Roja, creo que fue, tío. 218 cupones en un día. O sea parecía eso, tío, lleno de coches de que digo, hermano, tío, aquí cada cual caga más dinero. Y yo, pues depende del sitio, tengo un speech.;1. Lexicon and Vocabulary;1.8;Neologisms;Por ejemplo, en Torremolinos, yo soy gay. Cuando veo a alguien muy Este no le gusta a Pedro Sánchez, pues yo soy de VOX. Cuando veo a uno que digo, mira, este es un poquillo perro flauta, pues yo soy republicano a muerte, ¿sabes?
Eres un agente del caos, me encanta;Al final se supone que no puedes insultar porque queda feo, aunque sí que reconozco que a veces me han mandado a la mierda. Y yo he mandado a la mierda también.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;O a algún cliente le he llamado gilipollas y me ha insultado. Ha empezado diciendo: gilipollas, y yo ante todo, soy honesto.
Es como muy típico tener vergüenza por preguntar por ciertos productos. Hay que lanzar un mensaje a la gente.;No hay que tener vergüenza a la hora de preguntar, porque te preguntan cada chorrada que hay que ir con desvergüenza absoluta.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Estar delante de los champús y que te pregunten dónde están los champús, hijo mío. Yo lo entiendo, porque al final es un insulto a la propia inteligencia.
Es curioso, o sea, a ver, no dista mucho de lo que podría ser una discoteca aquí en España, por ejemplo, ¿no? En la discoteca sí que se nota los ricos que están allí en sus reservados.;Te hacen todo el espectáculo cuando pides una botella de Don Periñón o lo que sea de champán. Que son Madrid estándar, también te diré. Esto es capi. Muchos pequeños Nicolases indios seguramente Hay mucho Froilán indio Sí, no sé, supongo que será ir viendo pie por pie ver quién tiene agujeros o no;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Cogen y delante Cuando ya les está mirando todo el mundo Después del espectáculo, cogen las botellas de champán Cogen una palangana y empiezan a volcar las enteras Dentro de la palangana Y luego nos van a beber, se las llevan y las tiran Chulería pura Cuando ves esto comparado con la realidad que existe en la calle Nos quedamos flipados cuando llegamos el primer día que salimos
Es muy detective, es como mi trabajo. O sea, que dices tú, ¿qué ha ocurrido? Porque hay sangre en esta pared y a la vez bragas, ¿sabes?;Yo entiendo lo que dices, lo del tema de la megadestrucción de un váter. O sea, que dices, diarrea de esta de pa-pa-pa-pa-pa-pa por todo el váter que digo, te has tenido que manchar la espalda.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;La peña yo creo que se va orgullosa de lo que ha hecho. Nada de me voy a ir corriendo, no, no.
Es que yo tengo ahí una anécdota muy graciosa, porque imagínate que el técnico justamente había llegado a su jornada, ya venía quemao y vino un señor a decirle que, por favor, que le pusiera el porno. Es decir, con su teléfono, que le cogiéramos y le pusiéramos una página porno pa que se dedu-- eh;Claro, tú imagínate un viejo, mi compañero peleándose con él, otro hombre justamente detrás puteando a mi compañero porque decía que el teléfono le iba mal y Santa Lucía le había dicho que la reparación tenía que ser por parte de ellos.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Tú imagínate, en un momento va que ta-- como esa persona entró, lo que le llegó. Caballero, que yo no le pongo el porno, aquí no estoy para ponerle el porno, que yo estoy para repararle el teléfono, yo para ponerle el porno no se lo pongo.
Es que, claro, al final, yo, al haberlo pasado tan mal, teniendo depresiones tan grandes, siendo autista, que afecta mucho a cómo percibes el mundo, que no es lo mismo que el resto, yo tuve que buscarme unas herramientas que dije: si me tengo que quedar en este mundo, tiene que ser así.;Entonces me he capado de cosas que simplemente no me producían ningún bien, y la mentalidad, sobre, todo, que mucha gente tiene de voy a alcanzar el trabajo de mis sueños o un trabajo que me dé mucho dinero. Creo que más importante que incluso el dinero o el trabajo de tus sueños es encontrar un trabajo en el que tú te veas a gusto. Puede ser algo que sea ni fu ni fa, ¿sabes?;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Pero que digas: joder, yo llego a mi trabajo. no llego con ganas de morirme. no salgo con ganas de morirme. salgo con ganas de mi tiempo libre y gestionarte, tío, y gestionarte luego ya.
Es un sistema de segregación que flipas. Hablamos de Alemania.;Me río porque es como: «Bueno, todos sabemos la movida, ¿no? Eh, no hace falta mencionar, ¿no? Venga, a Alemania, ¿no?» Dices: «Coño, no hemos aprendido nada, cago en la puta.;3. Pragmatics and Discourse;3.1;Discourse markers;Algo sí ha mejorao, ¿no? Sí, ahora están en clase.
Espérate, ¿estamos enfocando este vídeo como una reconciliación con Francia?;Odian menos que hables en español con ellos que hables en inglés. A los ingleses les tienen una tirria.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;[acaba la conversación]
Está súper bien conocer lo que hay fuera, pero también está muy bien conectar con lo que tienes cerca. O sea, volver y no ser una extraña.;Invertir tiempo en crear esa conexión con tu entorno también es muy importante. No lo visibilizamos lo suficiente en plan de ¡guau, qué guay, se va por el mundo, es brutal, es una hostia!;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;Sí, pero también es brutal trabajar la cohesión con tu familia, con tu círculo de amigos, de amigas.
Estamos haciendo clases de música y hay un banquito al lado que yo dejé en mi mochila y el móvil tal como me lo saqué del bolsillo lo puse encima.;Y pasa una clase de quinto que vendría en educación física o no sé qué un chaval con el que no habla ni nada me dice, yo que tú me guardaba el móvil. Y a mí me quedo impactado, no de, hostia, que me lo vayan a robar, sino cómo de asumido tienes que tener el concepto de robar como para que recomiendas a un prospecto, guárdalo porque es que te lo van a robar porque no sé qué.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;[cambio de tema]
Este es un desquiciao.;¿Ahí como tienes que salir del paso? Te tienes que inventar todo lo que tú puedas porque el tío está como una puta cabra pegando porrazos y tú lo que quieres es lárgate lo más pronto posible.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Le salió denegado, se lo expliqué, tal, no lo entendió, salió cabreao. Al cabo de los meses, volvió porque el moca furro arrancó el tubo de los aires acondicionaos de estos portátiles y venía pa que se lo re-- pa que la garantía se hiciera cargo.
Estoy hablando de cosas que para mí son importantes, como de mi cultura o cosas que igual son un poco serias.;Por ejemplo, sí que me hicieron hablar un poco de la guerra civil o una clase que tuve que hablar de la dana de Valencia. Y claro, yo estar hablando de algo que para mí puede ser un poco complicado y tener a un chaval al lado que está todo el rato haciendo coñas y metiéndose contigo, pues para mí eso era horrible.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Era más porque se la sudaba todo, él lo que quería era dejar el colegio, pero no le dejaban.
Estuvimos ahí grabando un pequeño anuncio con los Javis. Fue terminar el anuncio y desaparecieron todas las botellas. Todas es todas, ¿eh?;Una de las cosas, tío, que me quedó también muy claro, dicen que también lo descubres un poco cuando te haces adulto, pero en este mundo más es que todo el mundo se droga.;2. Non-standard linguistic features;2.2;Colloquial syntactic structures;Yo entraba de becario justo en el aniversario de una agencia, alquilaron un bar, lo vistieron todo entre gringo, latino, de este rollito. Y tío, yo, claro, era mi primer día. Yo había trabajado ese día, a las 5 y media había cortado, fui al bar y de repente llegué y el tío que me había contratado Ofreciéndome un globo Así gigante Con un vapor dentro Y yo esto es una cámara oculta ¿Me vas a despedir?
Fue un poco después, a posteriori, como que se decidió y a todo el mundo le gustó la idea y fue como… Bueno, grabad sin el porro, por si acaso. Por si acaso tenemos la toma doble, sí.;A ver, es que en la publi el tema de la droga es bastante curioso, ¿eh? Joder, hasta que no te enfrentas a gente que de verdad va todos los días puesta, no entiendes cómo funciona realmente, porque mucha gente se cree rockstar.;1. Lexicon and Vocabulary;1.3;Lexical shortening and abbreviations;En la publi mueve mucha pasta. Claro, hay gente que se le queda todavía el tío, pues yo me meto una por la mañana y me voy a la oficina, ¿sabes?
Hace poco, tío, me vino una clienta a devolverme un zapato. Yo cogí el zapato, le di la vuelta y venía llenito de arena de la playa. Y me dice la tipa que es que en su casa hay arena. Ya, pero es que esto se lo ha puesto.;Me dejó todo lleno de arena y me seguía insultando, tío. Cansada de que gritara, la pedí que se fuera. Y tuvo que venir el de seguridad a decirla que se fuera o que dejara de gritar. Se van a un centro donde no haya mi marca y allí, claro, como no es suyo, no se molestan, ven que el ticket es de otro centro, pim pam, luego te lo mandan por traspaso y te llega el producto, pues hecho una mierda.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;[acaba la conversación]
Hay 2 cosas que me llaman la atención y creo que fue de los primeros 2 años cuando aún no estaba acostumbrada a cómo era Irlanda y tal.;Pues estábamos de fiesta y al volver, lo típico, porque allí todos los bares y todas las discotecas cierran a las 2 de la mañana. A las 2 de la mañana, a tu puta casa. Y ahí ya van los irlandeses como los grecos, o sea, van súper mercedora.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Porque llevan bebiendo desde las 5 de la tarde y no se controlan.
Hay un estereotipo sobre cómo los indios hablan en inglés.;Hay mucha A ver, no te rías, porque nosotros tampoco los españoles somos pa' tirar cohetes, ¿vale?;2. Non-standard linguistic features;2.1;Non-standard pronunciation;Hablan muy bien inglés, o sea, realmente es idioma oficial también a nivel nacional, entonces es algo que está bastante extendido.
Hay un estrés generalizado a la hora de comprar que no, no puede ser.;No entiendo la mentalidad que tenemos de que el Mercadona es barato porque no hacen ofertas ni pa atrás.;2. Non-standard linguistic features;2.1;Non-standard pronunciation;O sea, tú vas al Carrefour o vas a no sé dónde, el 3 por 2. Tienes algún tipo de incentivo. Si vas con la tarjetilla tuya deee, de acumulación de puntos, te descuentan no sé cuánto en el producto de que sea. En el Mercadona, no.
Hay una anécdota que siempre cuento, como es trabajar con famosos.;Cuando haces una campaña, obviamente, siempre tiras de creadores de contenido o famosos, ya sea un futbolista, músicos. Y para una campaña que hicimos con Exhibit, un rapero muy famoso, que más se conoce por haber tuneado coches, hicimos una campaña muy guay con él, el tío majísimo, fue encantador, pero joder, nos pidió un bolsón de marihuana.;4. Register and Tone;4.1;Hyperbole and exaggeration;Sí, no, no me sorprendió, la verdad. Pero yo cuando vi alguna bolsa así dije que son 2 días de campaña, me refiero. No te da tiempo.
Hola. Soy José. Me dedico a gestionar pisos turísticos. Bueno, más que gestión, a lo que es el check-in.;Me abriste el MD como diciendo, me dedico a esto, pero que tampoco es santo de mi devoción;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;A mí fue un salvavidas económico. De hecho, estoy terminando un máster habilitante para lo mío, que es psicología, y deseando estoy de soltar esta mierda.
Hoy estoy más malo que el copón y aquí tengo pa bebermela mientras estamos grabando el vídeo.;Hoy vamos a hablar de ese supermercao donde tú ibas a comprar hace un añillo porque era más barato que el copón y ahora es más caro que la Virgen.;2. Non-standard linguistic features;2.1;Non-standard pronunciation;Vamos a descubrir los secretos del Mercadona.
Hoy vamos a hablar con una persona que trabaja en un sitio donde no son 37, pero casi. Vamos a conocer cómo es trabajar en el ciervo de las estrellas.;Hola, yo me llamo Claudi y efectivamente trabajo en Starbucks donde pagas 37 euros porque te saquen un riñón y digan tu nombre. Y encima ya ni lo apuntamos.;4. Register and Tone;4.1;Hyperbole and exaggeration;¿Ah, no apuntáis el nombre? No, ya la gracia de apuntarse quito hace tiempo, ahora va todo con etiquetas.
Imagínate la situación después de el bum que tuvo el churumbel, que aparecía por todos lados.;Aparece el churumbel por la puerta, pasando y diciendo: ¿A quién le toca la patata caliente? Porque tú imagínate, aguantar a ese tío, tela;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;El churumbel llega: vengo pa financiar, no sé qué. Claro, tú tienes que pedirle ciertos datos: nombre, DNI, correo electrónico, ese tipo de cosas. Por suerte, venía con la madre, que la pobrecita mía aguanta eso
La cosa más típica sería que pueda servir a la gente que está viendo este vídeo y decir, oye, ten cuidado con esto. Lo veo todos los putos días o lo veo todas las semanas, ten cuidado.;Estafas. Y hay que tener mucho cuidado porque son muy hijos de puta, ¿eh? Al principio puedes decir, bueno, es que esto cae los tontos, ¿no? De lo difícil no cae.;3. Pragmatics and Discourse;3.1;Discourse markers;Típico de te mandan un mensaje, tu le das. Eso todavía es fácil, relativamente fácil de evitar, pero ya cuando te mandan un mensaje que te viene desde el número de teléfono de tu banco. Igual que el de tu banco, sin faltas de ortografía raras, que antes las descubríamos por eso.
La educación alemana prepara a los alemanes para que vengan aquí.;Para que después vengan a Mallorca, se compren su casa y hay un barrio en Mallorca que esté todo escrito en alemán. Me sabe mal decirlo, porque digo: Coño, no, son estereotipos, vamos a romper los estereotipos, pero es que no pueden.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;En Navidad quisimos hacer como unas guirnaldas para decorar la escuela, ¿no? Y bueno, como somos una asignatura de español, pues queríamos hacer algo, yo qué sé, con Feliz Navidad. Y la profe me dijo: Pues podemos pintar toros.
La gente que es tranquila, que quiere guardar con calma y tal, hay veces que también le sabe mal perjudicar al resto. Entonces, se ponen hipermega nerviosos, estresaos. Y dices: «Que no pasa nada, hombre, ya te ayudo yo mismo a guardar en las bolsas».;Un señor estaba recogiendo las cosas mientras hablaba por teléfono con una mano y luego iba guardando tranquilamente con la otra. Y había un señor por detrás que supongo que no tendrá tanta paciencia: «Gilipollas, imbécil».;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Vamos a descubrir los secretos del Mercadona.
La gentrificación se está adueñando de los sitios que debían ser para nosotros. Nos lo ponen difícil para que seamos realmente nosotros el público objetivo.;Y al final el centro está petado de guiris en general, que al final también entiendo que eso mueve dinero y es lo que nos da de comer, pero que deberíamos adueñarnos nosotros también de nuestro propio espacio y disfrutarlo.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Los locales que han sido toda la vida para nosotros, en plan la Vía Láctea, por ejemplo, mi madre conocía la Vía Láctea o el Chapandán.
La misma cosa, tío, también a tener en cuenta.;Y que a mí me dio mucha rabia cuando entré en la industria, y es que es una industria que yo siento muy clasista. Ya no solo por con quien trabajas y todo eso, sino por el propio acceso. Joder, si vives en Madrid o en Barcelona, que es la ciudad donde está todo, cuando te tienes que venir aquí, tío, tienes que estudiar el máster, que además es un máster que se ha sacado de debajo de la manga.;2. Non-standard linguistic features;2.2;Colloquial syntactic structures;Es un máster privado que no existe, no está regulado ni nada. Hay muchas escuelas que lo hacen, está muy guay, es verdad que te enseñan el oficio, pero joder. Después de pagar 4 años de carrera, igual podríamos ahorrarnos, ¿no? Ahorrarnos los cinco mil o diez mil euros que vale ese máster.
La oficina donde trabajábamos estaba al lado del templo al dios Hanuman, que es el dios mono. Tienen un concepto en ese templo de dejar que los monos pasen, coman, entonces es como un poco adoración.;Estos monos, que van en manadas, 30 o 40 monos, a lo mejor, saltaban a la zona de la embajada. Tú los ves de lejos y dices, joder, qué majos, tal, o sea, veías a los monos a las madres con los monos enganchados aquí, veías a los monos grandes que parecían a veces albóndigas, ¿sabes? En plan, de lo gordos que estaban.;4. Register and Tone;4.1;Hyperbole and exaggeration;De hecho, una anécdota que tuve, 3 de la tarde, estaba echándome un cigarro abajo, estaban todos los monos jugando, tal, no sé qué, y yo así de lejos, un poco, como a 5 o 10 metros, y de repente estaban 2 monitos pequeños jugando.
La semana que viene tenemos Open School, que vienen los padres a ver cómo dan clases los niños. Y los graban con el móvil. Mira, mi niño, que se sabe el A, B, C, D. En plan, se sientan como al fondo de la clase en un montón de sillas y se quedan así, rollo, 2 horas grabándote viva mientras tú le enseñas al chiquillo.;Que tú ahora nos veas así en plan con las pintas y todo eso. Yo cuando voy a trabajar cada día me tengo que quitar los nostros y me escondo el septum. Me tengo que poner unas fajas. O sea, hacer el play pretend de tu puta vida. Ropa así como medio formalilla, no sé qué...;3. Pragmatics and Discourse;3.1;Discourse markers;[acaba la conversación]
La situación así que más me calentó fue mis primeras Navidades, una cola del copón que me llegó un tío, se me intentó colar delante de 25 personas. Le dije que no iba a atenderlo, que se esperara el turno y cuando llegase el turno, me pegaba con él, si hacía falta, 35 minutos, pero que yo delante de 25 personas no resolvía dudas.;Llegó un momento dado que me dijo: Si al final la sangre va a llegar al río. Ya me calenté, le pegué un porrazo a la mesa y le digo: Mira, no tengo ganas de aguantarte ni a ti ni a las tonterías que tú tienes.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Ni la sangre va a llegar al río ni nada, digo, no te pienses atender. Digo: Ahora mismo voy a llamar al vigilante y te voy a echar por la puerta.
La verdad es que el ambiente era superagradable y yo he estado supercómodo y supera gusto trabajando ahí.;Yo no he visto un uniforme más cómodo en mi vida. Mira que tiene la fama de ser feo. No, feo de cojones, la verdad es que sí.;3. Pragmatics and Discourse;3.1;Discourse markers;Pero cómodo es. El pantalón supercómodo, la camisa superbién, estaba trabajando supera gusto, te podías mover bien en verano con manga larga y no pasabas calor.
Llegó su turno, se lo explicó al padre: Ha sacado un 4, pero vamos a intentar que apruebe para la siguiente y tal.;Llegó su turno, se lo explicó al padre: Ha sacado un 4, pero vamos a intentar que apruebe para la siguiente y tal. Y le cruzó la cara delante mía a la niña. Se me metieron los 7 males en el cuerpo.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Cogí a la niña, me la llevé pa atrás, le tiré la mesa encima al deste y le empecé a gritar en español, que porque me cogieron los otros profesores, que me iba a por él. Porque es que era la típica niña de metro 20, metro 30, monísima, que no ha hecho daño a una mosca ni he hecho daño a nadie.
Lo gracioso es que he vuelto y tengo tics de hablar en francés, porque claro, yo ya he estado hablando francés. En vez de decir qué, ahora digo muchas veces quoi.;Mi madre lleva un cachondeo conmigo tremendo diciéndome que he vuelto siendo un pato.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Las veces que me decís sí, digo oui, oui, oui.
Los hijos de puta de mi amigo se ríen un montón. «Ahora qué, ¿eh? Tanto que te queríais allí, que la gente era muy educá. Toma». Uy, qué gente.;No he discutido yo con británicas de estas feas. Porque se me colaban en el puto Tesco.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;El Tesco es como el Carrefour de allí. Y además, yo tenía unos grandes de estos que tenían hasta ropa. Yo iba todos los viernes y nos va una tía vieja de estas rubias, morena de haberse venido a la playa de aquí de España, de, de Málaga, y se me cuela.
Los niños más mayores ya van adquiriendo su propia personalidad en función a lo que van cogiendo. Son un hombre 1 mujer en miniatura y hacen lo que quieren dentro del colegio.;Yo el recorrido que hago a casa lo hago muchas veces acompañado de niños porque paso por el barrio. Y el niño entra, adiós profe, se mete a su casa que es un bajo con la que está la puerta abierta.;1. Lexicon and Vocabulary;1.3;Lexical shortening and abbreviations;¿Qué vas a comer? No, es que mi madre no está, llega de trabajar a las 5 y digo, ¿y tú qué vas a comer? Me dice, pues cogeré algo de comer que no sé qué.
